user,item
8,156
952,120
9,95
144,600
670,458
1085,658
728,524
476,46
635,748
1236,883
924,116
1338,624
686,116
1109,706
359,38
20,315
143,156
203,289
1212,455
344,676
48,639
898,789
708,609
291,436
756,497
35,726
1018,141
588,726
497,668
797,621
324,563
1212,565
5,155
1352,696
1050,810
607,167
283,161
54,785
281,84
1198,617
68,734
1057,469
928,208
279,170
111,215
826,94
926,116
242,473
94,680
75,342
672,421
765,865
871,415
1181,675
1200,820
302,285
876,788
13,112
251,649
279,707
328,295
704,588
54,275
521,730
843,94
24,6
399,236
549,59
963,592
1376,632
116,615
157,635
1205,644
786,279
651,531
1233,679
1032,477
1097,163
852,430
1317,505
17,279
952,241
311,234
1189,728
1136,183
1270,380
1273,831
717,853
866,893
502,49
180,784
995,785
535,601
970,848
167,487
508,50
416,215
1227,779
64,619
1030,146
611,130
650,336
350,238
549,422
1017,488
873,804
504,519
149,200
940,285
242,706
1043,422
40,639
20,35
472,46
136,779
493,542
867,101
333,186
614,686
1342,875
822,787
889,563
532,99
1359,739
183,46
53,94
338,446
1294,569
1058,583
1112,779
107,22
630,341
281,148
1165,213
575,454
35,19
383,41
726,531
846,258
351,39
498,876
83,778
203,578
215,120
338,725
1289,262
865,708
1350,729
1347,505
1391,521
283,64
366,156
4,70
51,235
223,103
367,94
708,785
1350,326
391,763
1230,215
1255,266
842,166
907,150
456,285
545,763
677,73
13,180
1314,285
782,210
72,811
1072,156
78,564
182,155
96,426
192,21
1181,663
1416,779
391,698
920,475
338,473
265,730
183,20
565,210
1185,194
302,226
109,646
485,288
960,120
262,321
278,29
1389,414
1025,387
646,659
466,775
218,94
276,258
917,706
489,279
306,782
51,321
637,156
12,696
197,212
211,578
403,74
1239,363
1154,213
1036,813
785,143
50,30
1079,757
1084,158
202,322
496,143
343,620
677,395
1048,748
1070,304
437,44
593,115
784,282
317,156
1270,639
1149,178
700,779
998,162
733,83
738,198
1254,458
20,419
1348,597
349,545
794,686
585,61
559,233
406,166
938,476
78,6
827,94
1383,594
864,116
158,62
1328,303
759,504
1060,168
429,406
1180,208
999,812
936,116
371,894
1134,222
724,353
557,811
336,679
844,649
1331,763
634,586
546,294
72,245
230,59
389,772
701,168
57,170
952,471
201,801
1254,349
496,246
366,883
725,574
708,769
1367,377
674,258
506,449
39,556
54,319
1013,805
617,706
743,86
1313,698
21,162
250,156
622,680
682,574
225,707
362,507
913,114
154,15
187,652
119,156
770,346
1335,369
1206,644
1046,565
1307,690
84,311
992,130
203,426
760,236
651,802
336,561
980,681
126,797
946,774
590,62
11,174
766,611
580,419
718,366
203,852
1344,319
1335,358
173,824
64,6
574,226
421,290
1114,839
294,30
1241,304
841,307
1229,213
442,287
1337,603
864,258
350,768
245,707
610,314
233,258
377,41
991,868
785,548
966,691
1149,258
246,210
608,65
200,296
794,683
639,106
589,429
8,524
411,521
309,505
1235,820
1347,488
218,442
215,297
574,77
1226,212
30,415
168,896
403,762
7,834
1110,574
502,294
604,636
1293,896
555,652
36,6
340,308
836,258
1238,729
205,599
1373,433
729,81
296,227
1261,843
927,761
233,208
1185,686
112,10
846,152
607,886
29,239
142,154
302,198
432,762
1296,405
780,92
1226,635
1103,320
1391,877
678,292
847,174
938,479
315,507
280,465
1129,619
1427,795
19,632
158,16
935,116
767,814
918,215
1038,233
366,95
959,120
179,680
848,304
697,165
84,6
378,428
348,765
1055,763
339,35
416,235
13,211
811,547
617,785
636,580
559,172
582,209
10,159
653,74
314,864
149,99
496,169
1222,618
1264,477
1071,799
805,94
727,278
583,192
1101,552
672,420
1180,588
1035,148
707,76
865,100
820,365
817,632
172,371
55,106
920,838
809,208
1136,760
1119,886
8,406
509,50
598,649
736,215
711,536
159,692
97,8
367,71
247,351
1120,721
1109,721
1035,654
386,340
19,187
1322,297
28,521
1344,657
1118,876
975,215
257,706
35,515
338,35
1148,398
955,514
1399,718
1025,145
157,808
578,166
45,365
419,348
173,20
1013,224
224,831
883,404
410,44
117,94
224,61
336,55
804,409
431,306
1003,133
664,740
1273,859
1009,213
311,689
918,149
803,167
787,443
64,659
71,706
1422,610
827,789
1073,173
1205,419
1411,828
1250,865
429,893
733,96
464,105
7,381
73,198
52,258
79,74
876,707
463,538
220,661
210,24
334,663
320,761
204,761
48,198
258,415
857,156
1422,706
393,43
253,346
12,776
837,94
1077,487
299,619
431,163
102,414
312,31
1234,743
1061,261
1040,151
1404,786
754,294
1209,305
1043,888
616,243
319,543
799,156
443,72
662,709
48,258
43,91
310,44
546,58
955,535
339,539
1027,850
904,555
866,763
1106,208
56,805
677,697
701,692
1266,524
1000,583
744,456
1227,465
452,413
578,285
514,51
1147,177
74,421
228,72
296,208
76,6
619,309
139,458
806,668
1130,574
56,364
114,533
866,811
213,24
1075,156
638,883
949,166
37,38
1215,608
891,556
679,426
72,846
1297,270
953,120
1217,208
3,176
104,210
67,6
756,90
47,6
701,75
81,6
339,66
1068,184
1366,377
225,170
143,277
942,436
880,103
1138,579
137,470
613,170
167,381
93,21
572,94
41,6
558,61
878,785
329,347
780,120
2,224
88,44
215,301
843,808
411,588
28,233
762,198
876,105
1426,895
711,868
60,6
346,350
867,793
537,579
334,34
273,29
144,156
801,613
1308,355
148,14
1349,362
1178,190
1139,865
857,492
627,192
2,778
462,639
500,94
1309,657
1071,198
854,116
498,568
551,59
1171,586
90,633
521,53
1213,206
1251,234
469,755
1083,811
723,885
402,845
217,843
991,843
108,789
629,130
1273,565
251,519
347,399
1336,504
69,423
338,797
955,828
33,876
1160,591
1100,165
1095,163
591,62
491,732
265,344
356,37
48,706
505,507
431,660
1155,536
646,886
641,92
1221,624
319,198
1383,465
337,215
56,873
1338,492
212,620
459,583
328,191
1202,270
44,37
104,338
1414,633
203,799
99,8
750,258
85,116
542,108
1170,207
64,381
831,94
253,870
10,279
836,257
459,103
1305,384
35,20
386,456
60,463
556,199
329,460
233,698
863,99
957,233
532,746
162,17
1330,303
1209,763
1107,170
302,857
835,775
1262,870
938,706
127,232
1404,707
783,93
69,6
112,44
12,92
481,254
44,281
1383,875
366,578
1153,861
463,254
214,725
594,335
774,410
402,763
609,65
1286,707
175,19
1016,869
634,746
1329,558
623,208
586,179
72,311
550,659
1172,762
1055,824
1045,543
937,392
1303,661
1245,230
657,198
1179,190
1274,762
891,293
615,243
732,523
350,706
497,618
1160,186
76,555
1063,682
1226,590
1075,749
188,20
486,393
1220,383
196,354
143,178
588,581
102,94
350,35
1412,621
794,607
771,155
1272,759
520,574
1046,454
888,394
169,90
207,23
266,35
13,526
859,805
648,762
1097,222
552,60
314,95
498,48
771,92
1127,168
863,238
1329,521
702,419
521,720
665,340
206,209
965,198
1203,226
73,28
1233,676
106,520
816,349
1051,155
977,584
1426,897
81,208
770,732
1279,485
982,398
563,612
379,94
886,208
826,208
1283,415
219,184
30,287
710,574
1395,578
65,208
56,203
1386,402
647,298
1109,310
484,184
1399,719
57,94
1226,616
725,94
246,821
598,101
1125,869
46,344
55,6
357,373
1091,746
1168,226
52,131
1248,233
985,897
113,808
1200,198
238,122
1316,791
1050,884
806,527
1152,398
197,57
31,569
718,354
922,574
33,116
406,44
562,661
51,326
67,224
245,463
199,597
342,382
183,37
113,556
637,868
254,26
529,113
779,183
1351,482
1390,514
338,34
18,300
815,211
273,66
357,37
65,646
582,308
366,663
1353,734
1356,596
56,500
1382,591
238,25
213,463
1415,725
800,183
1103,707
378,41
1223,636
434,803
193,21
54,471
638,227
541,57
831,240
1184,645
381,582
573,461
405,479
230,565
52,225
309,319
522,706
338,433
549,293
136,349
521,130
577,149
191,168
882,331
434,622
1082,315
1199,656
570,61
442,276
404,493
699,97
1236,485
68,6
621,750
529,192
1102,755
1347,318
748,115
358,450
986,481
10,77
382,233
150,530
102,610
643,798
504,181
72,574
311,115
909,630
1204,271
19,280
343,35
760,706
647,204
1408,483
1017,504
606,785
522,213
344,191
357,41
830,94
565,166
1375,869
1027,369
975,127
165,614
550,59
1202,504
701,310
967,650
712,665
1048,810
665,718
492,74
520,434
529,519
339,41
875,110
714,563
84,186
322,655
1330,545
418,74
111,653
521,578
189,458
1185,307
828,167
1130,808
1152,285
46,61
302,233
197,775
916,388
207,701
53,47
435,630
443,480
1270,740
487,279
1395,441
1129,751
670,82
26,279
1131,279
314,99
762,416
1234,303
1395,699
491,707
831,751
631,503
655,71
165,118
1371,645
99,46
1148,179
1038,519
699,258
220,227
373,156
303,31
167,605
221,198
529,437
949,555
1149,690
1200,830
474,279
457,279
453,773
510,228
145,255
20,90
574,686
674,444
118,377
114,179
317,148
363,629
1419,596
272,804
1425,893
5,760
1232,630
154,583
435,183
316,31
624,98
833,761
1140,500
1355,337
148,259
456,763
531,728
444,61
1124,168
910,459
42,897
689,437
428,156
573,129
1148,213
646,707
596,458
1100,215
918,864
1215,419
1121,327
116,11
160,16
851,811
835,474
145,363
987,746
27,297
1417,834
748,88
199,21
863,108
213,280
1059,233
1115,563
51,801
44,109
810,233
1103,520
1002,769
621,66
440,181
1121,762
863,638
1382,797
841,156
130,707
235,167
1096,227
430,254
1367,797
1209,828
465,279
205,156
884,104
272,195
1082,492
813,872
428,894
1104,376
866,711
248,524
1357,679
133,272
16,690
21,415
1313,285
94,145
72,44
1334,763
752,90
919,115
1348,854
324,542
745,812
1417,795
1365,443
1101,560
279,103
220,336
789,116
1267,801
247,26
292,735
965,858
276,878
878,300
1261,245
852,369
1282,350
814,198
338,418
336,880
1203,215
845,94
1254,800
1024,143
727,222
425,494
77,41
338,796
588,344
994,843
279,360
1248,885
94,833
9,228
1409,675
336,88
207,458
345,868
774,92
330,35
1095,403
130,777
134,835
478,864
695,718
1276,469
663,514
994,416
503,49
133,260
1278,534
1197,865
491,47
112,811
157,16
1355,524
871,891
1118,329
564,61
535,572
693,785
859,615
807,222
1304,405
1132,578
922,707
219,252
88,6
613,503
460,574
1072,838
831,753
915,147
136,198
412,44
309,367
317,72
315,504
515,327
640,286
696,555
46,167
826,156
1352,330
892,643
545,100
1072,509
478,412
1350,524
1224,298
711,895
1152,442
1127,212
1237,723
372,553
891,368
450,319
35,426
215,42
21,295
625,167
528,855
1142,707
140,13
469,330
146,52
55,351
285,495
283,121
903,208
150,14
1250,698
401,752
1199,198
552,754
828,295
608,514
694,198
504,208
320,504
900,752
136,303
360,462
740,259
896,894
302,166
612,637
417,661
469,46
10,858
621,351
1148,242
545,676
355,36
51,642
84,568
586,326
330,36
693,161
96,8
29,833
656,258
328,192
374,508
411,428
428,404
466,536
441,852
74,226
795,868
0,521
1246,553
970,636
424,582
1281,811
1191,522
878,103
1350,502
1003,163
582,375
579,122
1147,497
1263,532
280,274
146,795
1265,578
1234,888
1362,419
412,811
776,148
1046,615
774,707
1367,846
1067,156
1384,593
415,285
1216,208
598,519
634,68
821,754
992,762
1060,422
811,217
890,258
564,724
338,749
361,463
811,871
19,92
872,167
599,839
139,692
474,46
486,142
210,214
259,184
1379,762
1411,726
1393,548
757,178
1032,696
348,191
199,159
31,367
1017,794
1188,706
1317,364
1164,183
689,156
641,707
1027,866
446,645
513,575
574,61
100,405
714,437
639,258
920,599
366,323
1178,829
1262,894
154,743
706,94
1398,835
555,479
1090,483
425,44
640,208
928,879
1403,775
26,4
185,693
933,333
844,174
436,101
178,179
568,94
1273,505
86,578
1274,304
395,344
782,93
1213,608
891,178
269,59
358,38
1247,347
777,233
118,746
57,198
757,90
631,686
808,188
928,706
414,516
865,376
923,174
1216,714
313,741
837,188
633,380
269,28
693,74
46,184
1391,419
1138,174
676,73
425,198
606,224
473,134
1301,669
400,359
113,744
1045,560
416,44
782,443
1310,285
23,536
320,675
286,44
654,717
679,892
1141,208
483,393
489,179
19,120
456,573
75,479
321,42
371,896
1371,428
320,198
725,165
431,390
544,299
331,615
377,570
588,690
853,248
1081,198
255,61
1209,203
676,141
1138,220
585,284
251,706
215,660
850,285
44,370
176,279
738,85
127,428
209,756
1021,176
335,34
617,94
1179,503
115,11
189,171
209,304
51,224
911,114
1036,148
220,342
35,181
1192,465
208,688
91,465
838,156
941,226
248,747
19,253
128,758
953,167
177,44
1317,289
338,798
1308,524
662,72
1410,772
1260,242
450,97
417,44
726,767
729,373
338,504
182,424
694,647
398,101
923,707
667,179
570,503
224,226
989,843
697,265
1320,846
345,232
297,133
876,103
980,128
23,892
374,315
1144,176
913,811
955,130
333,375
116,201
50,6
377,436
1046,497
1016,643
231,251
116,41
1165,183
447,657
368,275
1190,685
349,716
512,548
366,455
1001,132
936,820
930,842
598,64
321,417
615,657
1297,420
569,717
1363,811
127,315
578,555
411,739
354,36
169,18
737,644
820,506
191,21
278,706
1086,782
1011,192
695,74
1159,767
792,803
1165,322
1344,315
45,41
1204,200
474,139
554,781
74,61
845,104
190,741
1049,258
557,266
152,21
268,762
730,84
42,422
277,645
329,159
487,485
1210,784
8,811
1145,400
1074,216
505,353
529,687
1296,842
1279,722
1107,847
372,156
1169,680
118,668
683,168
868,179
811,116
1393,780
1085,166
1286,774
144,14
46,574
315,600
1244,230
782,777
823,198
844,233
621,647
839,280
168,322
1144,432
842,265
1054,340
973,346
729,720
296,285
1249,600
671,762
586,393
895,490
815,174
595,304
994,704
1115,168
50,519
375,454
856,239
467,795
731,458
321,654
54,475
32,419
681,434
678,178
205,329
599,63
9,229
641,70
291,470
10,424
1306,779
37,760
377,277
811,456
194,572
32,867
118,60
591,387
532,184
1405,474
1024,354
435,217
1281,257
1256,354
331,578
317,519
1255,752
826,759
26,167
356,233
980,890
1056,155
427,44
1122,836
373,197
571,825
903,762
304,772
876,790
419,178
1415,529
302,218
193,585
1184,396
1328,629
796,94
836,706
49,507
27,768
416,74
819,710
398,59
815,826
149,452
1091,525
751,145
1158,429
291,30
398,106
337,713
18,280
0,355
130,376
449,504
453,53
72,698
1280,258
1372,382
1108,898
1364,369
435,44
48,167
31,213
1404,884
355,216
786,651
943,785
456,824
1269,251
118,549
1218,310
45,451
591,527
400,74
456,202
48,130
912,217
346,35
632,94
937,824
384,522
1315,419
575,376
543,374
819,675
597,103
956,120
718,351
276,766
560,166
345,115
739,98
649,314
3,768
599,792
1292,598
83,120
1044,153
34,159
894,106
754,183
357,448
364,791
692,808
237,94
596,62
743,87
752,255
1140,334
165,325
723,789
376,393
372,40
966,124
1242,500
1088,351
776,706
317,31
1018,213
669,94
309,863
760,190
827,415
5,635
552,409
96,424
875,130
705,137
149,592
56,422
512,91
1324,383
905,303
556,238
315,446
713,563
75,784
431,304
203,710
1186,285
657,730
268,74
1081,376
51,805
29,266
742,541
812,669
795,124
277,471
696,720
105,9
187,465
1127,722
184,199
897,107
633,811
1134,796
512,736
1101,165
495,792
975,521
617,66
889,105
909,131
221,28
740,92
610,201
710,595
869,736
647,759
320,673
1206,867
94,84
184,616
629,199
394,212
950,196
241,302
568,61
540,57
357,308
1073,163
159,16
1289,507
488,706
758,90
1351,507
577,130
1207,707
1379,706
486,706
1239,662
1233,222
133,19
603,811
1295,291
426,44
260,621
376,368
516,387
315,177
274,167
1196,594
65,6
1211,225
156,179
210,495
1155,634
193,46
598,118
416,61
1242,227
203,418
753,519
471,226
1169,387
115,737
1339,309
533,555
52,41
1398,509
650,184
395,766
29,428
311,74
1258,387
589,181
1147,645
158,481
1279,367
285,29
10,849
186,134
775,781
965,690
767,848
78,198
189,21
453,808
1082,726
910,678
502,285
616,313
841,803
380,730
720,637
562,341
296,574
156,329
266,799
1217,492
973,198
945,118
1255,630
88,66
583,647
1108,166
1146,554
846,568
243,26
1384,772
523,298
1109,349
27,4
1011,650
1291,597
1402,593
510,507
1178,225
323,703
135,179
222,825
612,95
745,883
19,699
1226,430
1348,384
511,50
525,217
1183,207
999,136
1012,144
839,226
1023,246
154,260
449,756
760,91
104,95
1109,773
143,368
482,46
708,156
765,706
560,308
1158,581
1266,611
348,300
403,632
1353,331
694,103
575,198
747,525
512,50
290,657
963,692
512,94
710,279
950,184
29,834
1182,795
54,506
481,166
1208,202
1018,494
113,762
921,418
122,148
1029,269
661,543
44,367
39,368
389,763
1105,166
624,503
1160,318
385,594
1032,295
1265,763
1163,877
978,128
603,220
386,42
1289,675
1341,437
1070,198
182,524
1049,286
207,654
595,198
306,31
601,63
842,715
48,794
339,456
20,337
427,184
13,242
893,109
169,320
671,779
266,27
1046,153
350,61
1306,710
684,825
772,808
718,78
1090,161
836,802
114,616
1096,188
1031,611
524,331
753,90
448,225
1416,531
588,103
1110,304
46,278
1358,779
1252,759
1287,646
18,833
844,707
542,550
1281,589
1264,686
1025,287
692,839
1136,208
1122,794
786,94
300,107
925,167
635,103
467,353
743,575
1272,752
1288,312
1360,869
127,62
106,892
517,375
1032,811
1246,748
628,250
777,811
1228,212
874,762
944,120
857,307
280,29
463,603
747,519
755,779
1195,753
1243,635
454,45
1182,232
1167,184
350,251
34,5
28,5
1103,634
472,371
995,156
8,681
335,380
615,66
419,578
832,227
30,827
1261,244
410,428
821,728
54,457
641,261
1229,834
1160,643
777,116
363,428
498,822
181,21
258,762
486,582
1124,304
449,115
529,884
775,225
245,414
223,389
1010,156
1147,781
459,406
808,706
880,887
67,92
351,35
1398,767
114,120
749,89
210,167
224,25
153,15
799,282
1162,400
842,220
839,120
1224,636
824,680
910,113
977,127
597,62
1303,820
530,354
624,67
1414,524
298,859
339,428
900,110
6,156
719,359
926,285
1329,571
42,440
403,547
1221,721
204,711
704,271
366,184
549,354
501,879
1179,770
103,581
365,844
309,316
347,529
238,156
561,601
950,259
969,287
1361,722
286,695
954,213
432,44
745,706
260,620
387,101
397,43
323,330
1005,133
350,59
875,843
85,286
1084,658
1045,274
562,320
418,156
469,542
168,631
391,43
1024,870
125,413
874,109
798,540
763,92
1006,801
340,50
453,233
79,330
292,865
877,103
379,785
766,92
966,728
92,134
596,251
1109,603
395,43
201,22
396,43
961,709
1036,599
1145,785
756,416
143,127
636,491
936,405
710,793
567,61
324,647
370,642
557,198
801,818
1374,767
257,26
44,59
1013,250
565,61
265,173
1025,819
129,179
1079,447
612,658
895,317
1079,156
540,585
682,872
319,31
958,531
811,94
574,140
103,46
1039,279
1152,296
937,116
10,438
20,137
339,145
261,233
424,544
1346,318
141,870
314,31
455,146
526,282
19,706
919,323
726,686
53,361
1101,429
879,843
845,103
900,229
20,336
1187,861
653,198
846,333
304,789
1272,871
1334,575
51,288
459,393
289,311
215,403
298,659
660,445
51,285
350,74
260,730
79,519
84,706
1048,154
257,285
1295,439
979,821
680,147
1425,707
302,156
274,106
950,553
486,47
152,15
1320,291
109,22
653,717
1214,319
57,659
1184,192
194,618
724,465
556,156
1201,293
208,843
1279,556
180,811
182,696
1146,757
513,762
1320,786
3,824
596,666
834,455
410,834
19,725
1098,290
182,47
801,94
600,195
734,443
982,148
22,277
1257,240
871,108
268,28
261,167
460,285
938,617
1157,287
366,163
691,645
1274,657
1321,883
0,572
444,64
228,494
1373,472
851,799
311,31
950,562
50,882
662,498
921,706
960,813
912,475
251,167
524,223
630,67
1367,795
596,762
214,795
313,739
19,580
718,706
864,100
51,877
329,41
501,49
175,356
549,789
573,707
1079,207
6,84
1187,194
1196,338
541,843
838,777
547,593
900,426
915,324
392,681
587,285
753,568
252,198
22,184
685,285
835,500
230,25
1110,603
1350,534
397,635
1158,504
951,120
768,785
114,240
10,322
65,816
446,876
860,563
1189,882
635,761
234,706
889,310
449,372
428,676
159,398
140,159
889,696
588,471
944,769
165,17
1190,482
1208,398
1354,335
666,167
430,44
856,97
574,95
344,387
1017,420
244,26
362,38
1375,671
924,156
1086,722
885,162
227,198
189,178
144,855
1241,723
79,574
783,232
921,676
10,179
737,85
522,439
297,666
264,27
102,95
799,286
631,598
877,706
627,67
307,519
329,281
1412,587
154,782
888,603
631,413
236,531
529,748
488,68
810,707
15,2
134,12
271,167
122,11
26,89
45,511
1231,674
19,380
1050,419
550,387
1007,134
169,174
35,689
1220,680
761,91
1407,539
925,647
159,90
1381,566
272,156
1193,764
964,232
454,707
1002,132
1358,775
1314,839
374,449
1041,568
382,401
545,678
849,486
746,215
325,32
590,94
310,74
831,706
1406,474
639,69
71,285
431,51
368,507
123,594
589,62
720,242
1062,156
136,785
1161,832
44,6
796,280
692,779
1223,474
541,312
791,206
409,284
630,91
234,25
1006,780
908,298
1109,213
312,497
1140,340
1363,707
523,313
309,471
358,460
1246,232
1421,867
263,221
51,769
265,71
660,261
442,68
603,837
1413,643
1278,357
1366,487
876,198
341,731
84,432
582,844
1425,811
386,706
51,330
769,776
1327,316
256,706
802,255
118,129
949,746
8,155
806,446
428,285
17,139
341,353
602,528
678,623
72,6
1057,167
261,574
332,36
20,344
799,458
811,853
1149,708
679,654
904,111
102,22
563,61
1222,211
407,72
401,202
1151,458
746,811
359,714
260,116
1076,156
339,130
795,156
300,762
449,441
486,94
469,873
565,525
864,730
293,843
1369,673
56,894
708,771
697,810
881,116
173,213
367,853
503,168
1042,152
854,521
280,295
568,876
599,225
118,11
660,659
112,820
125,493
27,684
259,804
896,228
463,46
423,156
154,644
726,663
294,760
102,858
959,158
253,286
1042,690
188,231
277,615
478,55
718,408
624,72
577,61
151,421
753,104
35,378
568,706
1250,893
697,670
1148,283
930,574
595,762
788,94
633,94
339,126
1116,597
516,492
396,424
136,382
127,223
237,25
1266,419
226,206
727,217
116,885
39,782
842,116
218,148
1122,168
324,39
396,189
799,620
761,258
352,35
465,525
434,48
960,226
917,679
52,198
534,574
698,686
673,73
1007,302
21,168
123,686
688,698
608,276
654,71
714,115
664,710
461,159
919,563
587,512
886,894
798,304
548,60
5,375
508,166
1309,885
909,387
717,369
829,419
576,61
1023,517
302,706
521,145
282,170
1074,511
552,708
1154,539
625,708
114,168
714,77
1234,583
1331,304
1075,748
525,156
8,337
1257,656
806,607
810,659
629,680
27,706
73,613
675,73
111,800
711,583
170,632
409,351
660,452
878,104
478,696
860,98
280,831
1352,811
524,54
1007,515
498,253
56,657
1171,212
530,811
811,293
831,427
759,191
107,822
411,94
693,172
13,707
219,25
159,251
641,361
1346,755
963,409
167,429
911,665
24,198
1033,604
455,45
1120,519
1111,789
633,443
159,594
391,702
624,154
838,465
645,594
84,153
1155,611
303,50
392,503
747,94
1339,865
169,645
686,825
51,374
507,872
1131,169
174,564
428,536
872,635
269,603
619,66
366,116
1381,843
1314,472
1294,684
176,269
1382,522
1389,779
1276,354
673,283
343,737
584,674
382,66
705,488
443,687
1250,845
1277,519
486,424
151,624
234,707
426,196
451,44
1100,226
1013,279
987,384
302,94
10,518
256,26
825,120
428,409
321,549
1321,512
317,351
506,310
249,266
679,73
1134,728
451,156
485,254
124,638
513,406
1386,860
339,549
508,754
586,371
575,519
1033,362
140,422
87,6
877,519
1112,601
141,692
112,483
961,706
19,156
1207,202
935,574
663,72
1013,858
1362,452
456,759
824,200
751,852
151,223
218,730
196,563
957,470
1373,638
1040,849
483,46
317,381
637,894
215,304
1392,428
1145,362
404,116
1327,847
393,94
121,11
960,512
957,120
1039,301
812,304
1173,779
1031,168
1114,464
1019,526
636,738
37,91
1309,721
1217,875
425,521
51,148
925,887
480,304
1094,704
633,68
818,94
1305,465
522,210
1403,840
260,94
1095,707
1169,196
857,97
1148,231
164,17
518,859
20,521
595,536
932,601
343,544
1175,707
870,342
1004,762
65,707
20,184
107,785
1349,688
1029,146
1017,387
83,376
855,571
481,623
1108,897
535,94
742,219
471,393
1082,706
1161,418
342,671
1264,580
76,226
632,709
1311,765
317,696
320,489
102,705
584,74
1205,289
145,649
389,478
223,25
1050,154
829,362
1227,690
48,436
1212,630
722,79
1017,505
850,567
379,587
13,596
554,313
1412,625
1337,706
589,883
632,473
253,706
1412,545
1327,355
1193,491
1243,707
1260,848
437,606
713,240
1315,645
484,279
916,123
538,57
61,178
680,465
693,409
514,184
54,799
1346,750
400,213
725,226
836,94
948,120
166,517
134,578
526,391
111,419
599,227
893,106
985,130
1124,554
8,894
1291,267
175,408
1420,840
226,706
716,515
288,627
619,661
270,131
1309,335
1130,169
1252,351
425,820
942,481
133,12
446,769
494,475
152,799
1053,233
353,84
967,124
217,43
507,763
413,65
780,230
631,67
532,55
851,197
371,895
277,66
1362,847
743,586
533,706
883,107
390,763
344,192
871,492
725,503
259,27
982,129
270,28
517,707
1226,303
545,215
439,615
1284,603
544,284
1249,682
151,473
496,147
277,29
787,193
1092,702
226,25
205,207
410,805
1191,507
52,240
1028,440
35,249
829,197
713,801
134,374
491,586
361,412
450,233
253,26
868,279
289,30
144,62
1001,417
54,838
16,331
536,585
65,258
1362,759
511,731
1055,155
35,6
1404,472
1039,837
1374,558
1287,707
940,117
767,593
618,577
934,599
872,103
907,438
1063,486
795,120
1166,198
711,899
916,115
591,222
1102,321
423,116
85,763
1008,135
1109,398
159,393
609,777
572,707
600,63
1007,520
461,870
699,510
590,198
167,18
236,266
208,130
671,204
111,811
767,702
787,94
1344,519
477,279
363,38
598,62
